cpd:C00001	cpd:H2O
gl:G06788	gl:(GlcNAc)3 (LFuc)1 (Man)2
gl:G06789	gl:(GlcNAc)3 (LFuc)1 (Man)2
gl:G06790	gl:(LGulA)2 (ManA)3
gl:G06791	gl:(Gal)1 (Glc)1 (Neu5Ac)1 (S)1
gl:G06792	gl:(Gal)1 (Neu5Ac)1 (S)1
gl:G06793	gl:(Gal)1 (GlcNAc)1 (LRha)1 (Neu5Ac)1
gl:G06794	gl:(Fruf)1 (Gal)3 (Glc)1
gl:G06795	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1
gl:G06796	gl:(Col)1 (Gal)2 (GalNAc)1 (GlcNAc)1
gl:G06797	gl:(GalA)5
gl:G06798	gl:(Gal)1 (GalA)4
gl:G06799	gl:(GalA)4 (LRha)1
gl:G06800	gl:(GalNAc)2 (GlcA)1 (L4-en-thrHexA)1 (S)3
gl:G06801	gl:(GalNAc)2 (GlcA)1 (L4-en-thrHexA)1 (S)3
gl:G06802	gl:(Glc)2 (Neu5Ac)1 (Neu5Gc)1 (S)1 (Cer)1
gl:G06803	gl:(Gal)1 (Glc)1 (Man)2 (Cer)1
gl:G06804	gl:(GlcA4Me)1 (Xyl)4
gl:G06805	gl:(GlcN)2 (Kdo)2 (P)1
gl:G06806	gl:(Gal)1 (Glc)2 (GlcA)1 (Man)2
gl:G06807	gl:(Gal)5
gl:G06808	gl:(Gal)4 (Glc)1
gl:G06809	gl:(LAraf)1 (Xyl)5
gl:G06810	gl:(D/LAll)1 (Glc)5
gl:G06811	gl:(Glc)1 (Man)4
gl:G06812	gl:(Gal)2 (GlcN)1 (GlcNAc)1 (LFuc)1
gl:G06814	gl:(Glc)3 (Man)3
gl:G06815	gl:(Gal)2 (Glc)2 (GlcNAc)1
gl:G06816	gl:(D/LGalA)3 (D/LRha)3
gl:G06817	gl:(GlcA4Me)1 (Xyl)5
gl:G06818	gl:II3Fuca-nGa3-Cer
gl:G06819	gl:(Gal)3 (GalNAc)1 (GlcNAc)1
gl:G06820	gl:(2,5-Anhydro-Man)1 (GlcA)2 (GlcNAc)1 (S)3
gl:G06821	gl:(GlcN)2 (LIdoA)1 (S)5
gl:G06822	gl:(GlcNAc)2 (Man)2 (Asn)1
gl:G06823	gl:Pharbitic acid C
gl:G06824	gl:(Gal)2 (GalNAc)1 (GlcNAc)2
gl:G06825	gl:(Gal)2 (Glc)1 (GlcNAc)2
gl:G06827	gl:(GalA)1 (GalNAc)1 (GlcNAc)1 (LRha)1 (Man)1
gl:G06828	gl:(Glc)1 (GlcN6Ac)1 (GlcNAc)3
gl:G06830	gl:(Glc)6
gl:G06831	gl:(Gal)2 (GalNAc)2 (GlcNAc)1
gl:G06832	gl:(Gal)1 (GalA)1 (Kdo)2 (Man)1
gl:G06833	gl:(Glc)1 (GlcNAc)1 (Man)2 (Cer)1
gl:G06834	gl:(Glc)1 (GlcNAc)1 (Man)2 (Cer)1
gl:G06836	gl:(Gal)1 (GlcA)2 (Man)2
gl:G06837	gl:(Gal)3 (P)2
gl:G06838	gl:(Gal)1 (Galf)2 (Glc)3
gl:G06839	gl:(Glc)4 (S)4
gl:G06840	gl:(Galf)2 (GlcA)1 (LRha)2
gl:G06841	gl:(Gal)2 (GlcN)1 (GlcNAc)1 (LFuc)1
gl:G06842	gl:(Gal)3 (GlcNAc)9 (LFuc)1 (Man)3
gl:G06843	gl:(Glc)2 (LAra)1 (LRha)1 (Xyl)1
gl:G06844	gl:(Gal)1 (GalNAc)1 (Glc)1 (GlcNAc)1
gl:G06845	gl:(Glc)1 (GlcNAc)4
gl:G06846	gl:(Gal)2 (Glc)1 (GlcNAc)1 (Cer)1
gl:G06847	gl:(Glc)2 (GlcA)1 (Man4,6Py)1 (Man6Ac)1
gl:G06848	gl:(GlcA)1 (GlcN)2 (GlcNAc)1 (L4-en-thrHexA)1 (LIdoA)1 (S)4
gl:G06849	gl:(Gal)2 (Man)3
gl:G06850	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)5
gl:G06851	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)4
gl:G06852	gl:(Gal)3 (GlcNAc)2
gl:G06853	gl:(D/LGal)1 (GlcNAc)1 (Neu5Ac)1
gl:G06854	gl:(Glc)4 (Glc6SH)1
gl:G06855	gl:(Gal)2 (GalNAc)2 (GlcNAc)1
gl:G06856	gl:(Gal)1 (Glc)5
gl:G06857	gl:(Gal)1 (GlcNAc)1 (LRha)3
gl:G06858	gl:SGGGol
gl:G06859	gl:(Glc)2 (GlcA)1 (LRha)3
gl:G06860	gl:(GalNAc)1 (Man)3 (Tyv)1 (*)2
gl:G06861	gl:(Gal)2 (GalNAc)1 (LFuc)1 (Cer)1
gl:G06862	gl:(Araf)1 (GlcN)3 (LAra4N)1 (P)2
gl:G06863	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)5
gl:G06864	gl:dipsacus saponin B
gl:G06865	gl:(Gal)1 (Galf)1 (Glc)1 (Man)1
gl:G06866	gl:(Gal)2 (GalNAc)2 (GlcNAc)1
gl:G06867	gl:(Gal)15 (GlcNAc)10 (Man)3
gl:G06868	gl:(Gal)3 (GalNAc)1 (GlcNAc)1
gl:G06869	gl:(Gal)1 (GalNAc)1 (Glc)1 (Neu5Gc8Me)2 (Cer)1
gl:G06870	gl:(Gal)1 (Glc)1 (LRha)2 (P)1
gl:G06871	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (Neu5Ac)1 (S)1
gl:G06873	gl:(Glc)2 (LAra)1 (Xyl)2
gl:G06874	gl:(Gal)3 (P)1 (Cer)1
gl:G06875	gl:(Glc)2 (GlcA)1 (Man)2
gl:G06876	gl:(Gal)3 (GalNAc)1 (GlcNAc)1
gl:G06877	gl:(Glc)4 (LRha)1
gl:G06878	gl:(Glc)2 (GlcA)1 (Man)2
gl:G06879	gl:(Gal)3 (Glc)1 (GlcA)1
gl:G06881	gl:(Fuc)1 (Gal)1 (Glc)2
gl:G06883	gl:(Ara)1 (Gal)1 (Glc)2 (S)4
gl:G06884	gl:(Glc)1 (LRha)1 (Man)3
gl:G06886	gl:(Gal)1 (Glc)2 (Man)2
gl:G06887	gl:(Gal3,4Py)1 (Glc)1 (GlcA)1 (Man)2
gl:G06888	gl:(GlcA4Me)2 (Xyl)4
gl:G06889	gl:(LAra)1 (LRha)2 (Xyl)2
gl:G06890	gl:(GalNAc)2 (GlcA)1 (L4-en-thrHexA)1 (S)3
gl:G06891	gl:Chondroitin 6-sulfate
gl:G06892	gl:(GalNAc)2 (GlcA)1 (L4-en-thrHexA)1 (S)2
gl:G06893	gl:(GalNAc)2 (GlcA)1 (L4-en-thrHexA)1 (S)2
gl:G06894	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G06895	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G06896	gl:(Gal)2 (GlcNAc)2 (LFuc)1
gl:G06897	gl:(Gal)2 (GlcNAc)2 (LFuc)1
gl:G06898	gl:(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1
gl:G06899	gl:(D/LAco)1 (Gal)1 (Glc)3 (LXyl)1
gl:G06900	gl:(Fuc)1 (Glc2Me)1 (LRha)3
gl:G06901	gl:(Man)5 (P)1
gl:G06902	gl:(GlcNAc)2 (LRha)4
gl:G06903	gl:(Glc)1 (Glc4,6Py)1 (GlcA)1 (LRha)1 (Man)2
gl:G06904	gl:(GlcNAc)1 (Man)4 (P)1
gl:G06905	gl:Hep tetra
gl:G06906	gl:GM2 analog
gl:G06907	gl:(GlcA4Me)1 (Xyl)4
gl:G06908	gl:(Abe)1 (Glc)2 (LRha)1 (Man)2
gl:G06909	gl:(GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1
gl:G06910	gl:(Glc)2 (Neu5Ac)1
gl:G06911	gl:(Gal)2 (Glc)2 (GlcNAc)1
gl:G06912	gl:(Gal)2 (GlcNAc)3
gl:G06914	gl:(Glc2Ac3X)1 (GlcNAc)3
gl:G06915	gl:(GlcN)2 (L4-en-thrHexA)1 (LGalA)1 (S)5
gl:G06916	gl:(Gal)1 (GalNAc)1 (Glc)2 (LRha)1
gl:G06917	gl:(Gal)1 (Gal3Me)1 (Glc)1 (GlcNAc)1
gl:G06918	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)4
gl:G06920	gl:(GlcN)2 (LIdoA6Me)1 (S)6
gl:G06921	gl:XSGol
gl:G06922	gl:(Gal)1 (GalNAc)2 (GlcNAc)1 (LFuc)1
gl:G06923	gl:(Fuc)1 (LRha)4
gl:G06924	gl:GA2-Fuc
gl:G06925	gl:(GlcNAc)2 (LAraf)1 (LFuc)1 (Man)2
gl:G06926	gl:SR 80371A/ORG 34277A
gl:G06927	gl:(Gal)2 (GalNAc)1 (GlcNAc)2
gl:G06928	gl:(GlcNAc)2 (Man)3
gl:G06929	gl:(Glc)1 (Man)2 (Xyl)1 (Cer)1
gl:G06930	gl:(GlcNAc)3 (Man)2
gl:G06931	gl:(Gal)1 (Glc)3 (GlcNAc)1
gl:G06932	gl:GSGGol
gl:G06933	gl:(GlcNAc)3 (Man)2
gl:G06934	gl:(Araf)1 (GlcNAc)2 (LFuc)1 (Man)2
gl:G06935	gl:(Apif)1 (Fuc)1 (Glc)1 (LRha)1 (Xyl)1
gl:G06937	gl:(Ara)1 (Gal)2 (Man)1 (P)1
gl:G06938	gl:(Gal)2 (GlcA)1 (Man)1
gl:G06940	gl:(Glc)3 (LRha)2
gl:G06941	gl:(GlcA4Me)1 (Xyl)5
gl:G06942	gl:(Gal)2 (Glc)3
gl:G06943	gl:(2,5-Anhydro-Man)1 (Man)3
gl:G06944	gl:(Gal)1 (GalA)1 (Man)2 (Man4,6Py)1
gl:G06945	gl:(Glc2Ac3Ac6Ac)1 (LAra2Ac4Ac)1 (LAra3Ac4Ac)1 (LRha2Ac4Ac)1 (Xyl2Ac3Ac4Ac)1
gl:G06946	gl:(Gal)2 (GalNAc)1 (GlcNAc)2
gl:G06948	gl:(Glc)1 (Man)3 (Cer)1
gl:G06949	gl:(Gal)2 (GlcNAc)1 (LFuc)2
gl:G06950	gl:(Gal)1 (Glc)2 (Man)2
gl:G06951	gl:III4Rha-Gb3-Cer
gl:G06952	gl:(Gal)2 (GalNAc)2 (LFuc)1
gl:G06953	gl:(Glc)4 (S)4
gl:G06954	gl:(Gal)1 (GlcNAc)1 (L4,6dxylHex)1 (Neu5Ac)1
gl:G06955	gl:(Col)1 (Gal)1 (GlcNAc)1 (Neu5Ac)1
gl:G06956	gl:(1,6-Anhydro-GlcNAc)1 (Gal)1 (LFuc)1 (Neu5Ac)1
gl:G06957	gl:(Gal)2 (LAraf)1 (Man)1
gl:G06958	gl:NodBj-IV
gl:G06959	gl:(Gal)2 (Glc)1 (GlcNAc)2
gl:G06960	gl:(GlcNAc)2 (LFuc)2 (Man)1
gl:G06961	gl:(Glc)2 (GlcA6Me)1 (LRha)2
gl:G06962	gl:(Gal)1 (Glc)1 (LRha)1 (ManA6Me)1
gl:G06963	gl:(Gal)1 (GlcA)1 (Man)3
gl:G06964	gl:(Gal)2 (GlcN)1 (Man)1
gl:G06965	gl:(GlcN)2 (Man)3
gl:G06966	gl:(Gal)3 (Glc)1 (LFuc)1
gl:G06967	gl:(Gal)1 (Glc)3
gl:G06968	gl:(Glc)1 (GlcNAc)1 (Man)3
gl:G06969	gl:Aldoligose A
gl:G06970	gl:(Gal)2 (GlcNAc)3
gl:G06971	gl:(GlcNAc)1 (Man)4
gl:G06972	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G06974	gl:(Gal)2 (Glc)1 (GlcN)1 (LFuc)1
gl:G06975	gl:(Glc)6
gl:G06976	gl:(GlcA)2 (GlcN)3 (L4-en-thrHexA)1 (S)7
gl:G06977	gl:(GlcNAc)1 (Man)4
gl:G06978	gl:III4Fuc-Gb3-Cer
gl:G06979	gl:(Gal)2 (Glc)1 (LFuc)1 (Cer)1
gl:G06980	gl:(Gal)2 (Glc)1 (GlcA)1
gl:G06981	gl:(Gal)6 (Glc)1 (Cer)1
gl:G06982	gl:II3Rha-Gb3-Cer
gl:G06983	gl:(Glc)2 (GlcA)1 (Man)1 (Man6Ac)1
gl:G06984	gl:(Glc)2 (GlcA)1 (Man)1 (Man4,6Py)1
gl:G06985	gl:(Gal)1 (Glc3Ac4Ac6Ac)2
gl:G06986	gl:(2,5-Anhydro-Man-ol)1 (GalNAc)1 (Man)3
gl:G06987	gl:(Gal)1 (GalNAc)1 (LFuc)1 (Neu5Gc)1
gl:G06988	gl:(Gal)2 (Glc1N)1 (GlcNAc)1 (LFuc)1
gl:G06989	gl:(GlcA)1 (GlcN)1 (GlcNAc)1 (L4-en-thrHexA)1 (S)4
gl:G06990	gl:(Gal)1 (Gal4,6Py)1 (Glc)1 (Man)2
gl:G06991	gl:(Gal)1 (GlcNAc)1 (L2dlyxHex)1 (Neu5Ac)1
gl:G06992	gl:(Gal)1 (Glc)2 (P)1
gl:G06993	gl:(Gal)3 (GlcNAc)2
gl:G06994	gl:(Gal)3 (GlcNAc)2
gl:G06995	gl:(Gal)3 (GlcNAc)2
gl:G06996	gl:(Gal)3 (GlcNAc)2
gl:G06997	gl:(Gal)4 (GlcNAc)6 (LFuc)5 (Man)3
gl:G06998	gl:(Gal)2 (Glc)1 (GlcNAc)2
gl:G06999	gl:(Fruf)4 (Glc)1
gl:G07000	gl:(Fruf)4 (Glc)1
gl:G07001	gl:SXGol
gl:G07002	gl:(GlcA)1 (GlcN)2 (GlcNAc)1 (LIdoA)1 (S)5
gl:G07003	gl:(GlcNAc)3 (Man)2
gl:G07004	gl:(Col)1 (GalNAc)1 (Man)3 (*)2
gl:G07005	gl:(3-en-eryHex)1 (Gal)2 (GlcNAc)1 (LFuc)1
gl:G07006	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07007	gl:(D/L3-en-4dHex)1 (Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07009	gl:(D/LHex-3-en-1,2,5,6-tetrol)1 (Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07010	gl:(2,3-Anhydro-Man)1 (Glc)5
gl:G07011	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07012	gl:(Gal)3 (GlcNAc)1 (LFuc)1
gl:G07013	gl:(D/LHex-3-en-1,2,5,6-tetrol)1 (Gal)2 (GlcNAc)1 (LFuc)1
gl:G07014	gl:(D/L3-en-4dHex)1 (Gal)2 (GlcNAc)1 (LFuc)1
gl:G07016	gl:(Gal)2 (GlcNAc)1 (LFuc)1
gl:G07017	gl:(Gal)2 (GlcNAc)1 (LFuc)1
gl:G07018	gl:(GalNAc)1 (GlcA)1 (LFuc)2 (S)3
gl:G07019	gl:(Glc)1 (GlcA)1 (GlcN)1 (Kdo)1 (Lgro-manHep)1
gl:G07021	gl:(Fruf)1 (Glc)4 (Glc4Me6Me)1
gl:G07022	gl:(Ara)2 (Gal)1 (GlcNAc)1
gl:G07023	gl:(Fruf)1 (Glc)5
gl:G07025	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)6
gl:G07026	gl:(Gal)2 (Glc)1 (S)1 (Cer)1
gl:G07027	gl:(Gal)2 (GalNAc)1 (LFuc)1
gl:G07028	gl:(D/LFuc)1 (Gal)2 (GlcNAc)1 (S)1
gl:G07029	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07030	gl:(GlcA)1 (GlcA4Me)1 (Xyl)4
gl:G07031	gl:(Gal)2 (GalNAc)1 (GlcNAc)2
gl:G07032	gl:(Gal)1 (Galf)2 (GlcNAc)1 (Ser/Thr)1
gl:G07033	gl:(Gal)1 (Man)2 (P)2
gl:G07035	gl:(Fruf)4 (Glc)1
gl:G07036	gl:(Glc)2 (LRha)3
gl:G07037	gl:(GlcNAc)1 (gro-talOct-2-ulop-onic)1
gl:G07038	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07039	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07040	gl:Heparin/Heparan sulfate
gl:G07042	gl:(Glc)1 (LRha)3 (Xyl)1
gl:G07043	gl:(Gal)2 (GalNAc)1 (Neu5Gc)1
gl:G07044	gl:(4dlyxHex)1 (GlcNAc)1 (Man)1 (Rha)1
gl:G07045	gl:(1,6-Anhydro-GlcNAc)1 (GlcNAc)4
gl:G07046	gl:(Gal)1 (GalNAc)1 (Glc)1 (LFuc)2
gl:G07047	gl:(Gal)2 (GalNAc)2
gl:G07048	gl:(2,5-Anhydro-Man)1 (Man)4
gl:G07049	gl:(Man)5
gl:G07050	gl:(Man)5
gl:G07051	gl:(Fru)1 (Fruf)4
gl:G07053	gl:(Man)4
gl:G07055	gl:(Man)4 (Ser/Thr)1
gl:G07056	gl:(Gal)3 (Galf)1
gl:G07057	gl:(Gal)2 (GalNAc)1 (LFuc)1
gl:G07058	gl:(GlcNAc)2 (Man)2 (Man4Me)1
gl:G07059	gl:(GlcNAc)1 (Man)2 (Man4Me)1
gl:G07060	gl:(GlcNAc)1 (Man)2 (Man6Me)1
gl:G07061	gl:(GlcNAc)1 (Man)2 (Man3X)1
gl:G07062	gl:(GlcNAc)1 (Man)2 (Man4Me)1
gl:G07063	gl:(GlcNAc)1 (Man)2 (Man3Me)1
gl:G07064	gl:(GlcNAc)1 (Man)2 (Man4Me)1
gl:G07065	gl:(GlcN)1 (Man)3
gl:G07066	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07067	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07068	gl:(GalNAc)1 (Glc)1 (Neu5Ac)1
gl:G07069	gl:(Fruf)4 (Glc)1
gl:G07070	gl:(Gal)2 (Neu5Ac)1
gl:G07071	gl:(Gal)1 (Glc)1 (GlcA6Me)1 (LRha)1
gl:G07072	gl:(Gal)1 (Glc)3
gl:G07073	gl:(Glc)5
gl:G07074	gl:(Glc)5
gl:G07075	gl:(Fruf)4 (Glc)1
gl:G07076	gl:(Gal)2 (GalNAc)1 (GlcNAc)2
gl:G07077	gl:Kijanimicin
gl:G07078	gl:(Glc)1 (GlcA)1 (GlcNAc)1 (P)1
gl:G07079	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07080	gl:(GlcNAc)6
gl:G07081	gl:(Galf)1 (GlcN)1 (Man)2
gl:G07082	gl:(Gal)1 (GlcA)1 (Man)2 (P)1
gl:G07083	gl:Simonin B
gl:G07084	gl:(GalNAc)1 (LFuc)1 (Man)2 (Parf)1
gl:G07085	gl:(GlcA)3 (GlcN)2 (S)2
gl:G07086	gl:(GalNAc)1 (Kdn)2
gl:G07087	gl:(2,6daraHex3Me)1 (Cym)3 (Glc)1
gl:G07088	gl:(Gal)1 (Glc)2 (LRha)1
gl:G07089	gl:(3,6-Anhydro-Glc)2 (Glc)4
gl:G07090	gl:(Glc)6
gl:G07092	gl:(GlcNAc)4 (P)3
gl:G07093	gl:(Gal)1 (Glc)1 (GlcA)1 (LRha)1
gl:G07094	gl:(Gal)1 (GalNAc)1 (Glc)1 (LRha)1 (Rha)1
gl:G07096	gl:(GlcN)2 (LIdoA)2 (S)5
gl:G07097	gl:(GalNAc)1 (GlcA)1 (LFuc)2 (S)3
gl:G07098	gl:(GlcA)2 (GlcN)3 (S)3
gl:G07099	gl:(Fruf)4 (Glc)1
gl:G07101	gl:(Glc)6
gl:G07102	gl:(Glc)4 (Glc3Gc)1
gl:G07103	gl:(Glc)4 (Glc2Gc)1
gl:G07104	gl:(Man)5
gl:G07105	gl:Maltopentaose derivative
gl:G07107	gl:(Gal)1 (Glc)3 (GlcNAc)1
gl:G07108	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07109	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07110	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07111	gl:(Gal)1 (Glc)1 (LAra)1 (LRha)1
gl:G07112	gl:(Gal)2 (Galf)1 (GlcNAc)1 (Ser/Thr)1
gl:G07113	gl:(Gal)2 (LRha)1 (Man)1 (Tyv)1
gl:G07114	gl:(Glc)4 (LRha)1
gl:G07116	gl:Macrophyllicin
gl:G07117	gl:(Fuc)1 (LRha)1 (Qui)2
gl:G07119	gl:(GalNAc)2 (Glc)1 (P)1
gl:G07120	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (S)1
gl:G07121	gl:(Gal)4 (Glc)1
gl:G07122	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07125	gl:(Gal)1 (LRha)1 (Man)2
gl:G07126	gl:(D/LGal)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1
gl:G07127	gl:(GlcNAc)3 (Man)2
gl:G07128	gl:(Gal)4 (GlcNAc)6 (LFuc)5 (Man)3
gl:G07129	gl:(Gal)1 (GalNAc)1 (GlcNAc)2 (LFuc)1
gl:G07130	gl:(Gal)1 (GalNAc)1 (GlcNAc)2 (LFuc)1
gl:G07132	gl:(Glc)2 (LRha)3
gl:G07133	gl:(Glc)2 (LRha)3
gl:G07134	gl:(GlcA)1 (Man)3 (Xyl)1
gl:G07135	gl:Clinoposaponin VI
gl:G07136	gl:(GlcN)1 (Lgro-manHep)3
gl:G07137	gl:(Gal)2 (Glc)1 (Glc2X)1
gl:G07138	gl:(Glc)1 (Glc4Ac)1
gl:G07139	gl:(Gal)1 (GlcNAc)1 (LRha)2 (ManNAc)1
gl:G07140	gl:(Gal)1 (GlcA)1 (GlcN)1 (Man)1 (Cer)1
gl:G07141	gl:(Gal)1 (Glc)2 (Xyl)1
gl:G07142	gl:(Gal)3 (GlcNAc)2
gl:G07143	gl:Scrophulasaponin II
gl:G07144	gl:(Gal)2 (GlcNAc)2 (LFuc)1
gl:G07145	gl:(Gal)1 (GlcNAc)2 (LFuc)1
gl:G07146	gl:(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1
gl:G07148	gl:(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1
gl:G07150	gl:(D/LGal)1 (Gal)1 (Glc)1 (GlcNAc)1 (LFuc)1
gl:G07151	gl:(Gal)2 (GlcNAc)1 (LFuc)1
gl:G07153	gl:Mannopentaose
gl:G07154	gl:(Gal)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
gl:G07155	gl:(GlcN)2 (LIdoA)3 (S)3
gl:G07156	gl:SEGLx
gl:G07157	gl:(Gal)1 (Glc)2 (Xyl)1
gl:G07158	gl:(Fruf)1 (Gal)3
gl:G07159	gl:(D/LHex)1 (Fuc)1 (Gal)2 (GlcNAc)1
gl:G07160	gl:(Gal)1 (Glc)2 (Xyl)1
gl:G07161	gl:(Glc)4 (LAraf)1
gl:G07162	gl:(Gal)1 (GalNAc)2 (Glc)1 (GlcNAc)1
gl:G07163	gl:(GlcN)3 (LAra4N)1 (P)2
gl:G07164	gl:(GlcN)3 (LAra4N)1 (P)2
gl:G07165	gl:(Gal)1 (Glc)1 (Man)1 (P)1
gl:G07166	gl:(Gal)3 (GlcNAc)5 (Man)3 (Neu5Ac)2 (Asn)1
gl:G07167	gl:(Gal)1 (Glc)1 (Xyl)2
gl:G07168	gl:(Gal)1 (Glc)2 (LRha)1
gl:G07169	gl:(Glc)1 (Man)3
gl:G07170	gl:(Fruf)4 (Glc)1
gl:G07172	gl:(GlcNAc)4
gl:G07173	gl:(Lgro-manHep)3
gl:G07174	gl:(Gal)1 (GalNAc)1 (Glc)1 (LFuc)2
gl:G07175	gl:(Gal)2 (Glc)1 (LFuc)2
gl:G07176	gl:(Glc)1 (LFuc)1 (LRha)3
gl:G07177	gl:(Gal)2 (GlcNAc)1 (LFuc)1
gl:G07178	gl:(Gal)1 (Glc1N2NAc)1 (Neu5Ac)1
gl:G07179	gl:(Gal)1 (Glc1N)1 (Neu5Ac)1
gl:G07180	gl:(Gal)1 (LFuc)1 (Man2Bromo)1 (Neu5Ac)1
gl:G07181	gl:(Glc)4 (Glc6Iodo)1 (Glc6N)1
gl:G07182	gl:(1,5-Anhydro-GlcNAc)1 (Gal)1 (LFuc)1 (Neu5Ac)1
gl:G07185	gl:(1,5-Anhydro-Glc)1 (Gal)1 (LFuc)1 (Neu5Ac)1
gl:G07187	gl:(Man)3 (ManNAc)1 (Xyl)1
gl:G07188	gl:(GlcNAc)1 (Man)3 (Xyl)1
gl:G07189	gl:(Man)1 (Man3Me)2 (Xyl)1
gl:G07190	gl:(Man)2 (Man3Me)1 (Xyl)1
gl:G07191	gl:(Glc)3 (Glc6Me)3
gl:G07192	gl:(Man)2 (Man3Me)1 (Xyl)1
gl:G07193	gl:(Glc)5 (Man)1
gl:G07195	gl:(Glc)6
gl:G07196	gl:(Glc)6
gl:G07197	gl:(Glc)6
gl:G07198	gl:(Glc)6
gl:G07199	gl:(Glc)6
gl:G07201	gl:(Glc)6
gl:G07204	gl:Sarcovimiside C
gl:G07205	gl:(Glc)4 (Glc4Me)1
gl:G07207	gl:(Glc)5 (P)1
gl:G07208	gl:(Gal)2 (GlcNAc)2 (Man)1
gl:G07209	gl:(Gal)2 (GlcNAc)2 (Man)1
gl:G07210	gl:(Gal)2 (GalNAc)1 (LFuc)2
gl:G07211	gl:(Fuc4NAc)1 (GlcNAc)1 (ManANAc)1 (P)1
gl:G07212	gl:(1,4-Anhydro-Gal)1 (Gal)2 (LGal)1 (S)2
gl:G07213	gl:(GlcN)1 (GlcNAc)1 (IdoA)1 (L4-en-thrHexA)1 (S)4
gl:G07215	gl:(Man)4
gl:G07216	gl:(Glc)4 (LAraf)2
gl:G07217	gl:(Gal4N)1 (GlcNAc)1 (LFuc)2
gl:G07218	gl:(Gal3N)1 (GlcNAc)1 (LFuc)2
gl:G07219	gl:(Glc)3 (Glc3Me4,6Py)1 (Glc4,6Py)1
gl:G07220	gl:(Glc)3 (Glc3Me)1 (Glc4,6Py)1
gl:G07221	gl:(Glc)4 (Glc3Me)1
gl:G07222	gl:(Glc)3 (Lgro-manHep)1
gl:G07223	gl:(Gal)1 (Glc)1 (GlcA)1 (Man)2
gl:G07224	gl:(Gal)1 (GlcNAc6X)1 (LFuc)2
gl:G07225	gl:(Gal)1 (GlcN)1 (LFuc)2
gl:G07226	gl:(GlcA)1 (GlcN)1 (GlcNAc)1 (L4-en-thrHexA)1 (S)3
gl:G07227	gl:(GlcNAc6Gc)5
gl:G07228	gl:(GlcNAc)4 (GlcNAc-onic)1
gl:G07229	gl:(GlcNAc)5
gl:G07231	gl:(Gal)3 (Ribf)2
gl:G07232	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (S)1
gl:G07233	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (S)1
gl:G07234	gl:(Glc)2 (GlcA)2
gl:G07235	gl:(Gal)1 (Glc)2 (LRha)1
gl:G07236	gl:(Glc)4 (GlcNAc)1
gl:G07237	gl:(GlcN)2 (L4-en-thrHexA)1 (LIdoA)1 (S)6
gl:G07238	gl:(Glc)4 (Man)1
gl:G07239	gl:(Glc)1 (Neu5Ac)1
gl:G07240	gl:(Glc)4 (Glc-onic)1
gl:G07241	gl:(Glc)5
gl:G07242	gl:(Glc)5
gl:G07243	gl:(Gal)4 (GlcNAc)6 (LFuc)1 (Man)3 (Neu5Ac)4
gl:G07244	gl:(Gal)1 (GlcA)1 (GlcN)1 (Man)1 (Cer)1
